time,gFx,gFy,gFz
2024-01-01 15:4:03.6470,-0.152,-0.428,-0.61,0.761
2024-01-01 15:4:03.6580,-0.224,-0.426,-0.255,0.545
2024-01-01 15:4:03.6670,-0.315,-0.282,0.252,0.492
2024-01-01 15:4:03.6770,-0.369,-0.1,0.353,0.52
2024-01-01 15:4:03.6870,-0.291,0.024,0.065,0.299
2024-01-01 15:4:03.7130,-0.178,-0.033,-0.123,0.219
2024-01-01 15:4:03.7130,-0.178,-0.033,-0.123,0.219
2024-01-01 15:4:03.7170,-0.088,0.032,-0.029,0.098
2024-01-01 15:4:03.7270,-0.005,0.067,-0.069,0.096
2024-01-01 15:4:03.7370,0.034,0.089,-0.035,0.101
2024-01-01 15:4:03.7470,0.099,0.118,-0.007,0.154
2024-01-01 15:4:03.7580,0.168,0.183,-0.055,0.254
2024-01-01 15:4:03.7670,0.177,0.207,-0.15,0.311
2024-01-01 15:4:03.7800,0.081,0.073,-0.219,0.245
2024-01-01 15:4:03.7870,-0.072,-0.163,-0.345,0.388
2024-01-01 15:4:03.8090,-0.541,-0.647,-0.627,1.051
2024-01-01 15:4:03.8090,-0.541,-0.647,-0.627,1.051
2024-01-01 15:4:03.8160,-0.792,-0.626,-0.754,1.26
2024-01-01 15:4:03.8270,-1.001,-0.52,-1.001,1.508
2024-01-01 15:4:03.8360,-0.895,-0.53,-1.278,1.648
2024-01-01 15:4:03.8460,-0.305,-0.684,-1.267,1.472
2024-01-01 15:4:03.8560,0.225,-0.785,-1.005,1.295
2024-01-01 15:4:03.8660,0.509,-0.967,-0.909,1.421
2024-01-01 15:4:03.8790,0.591,-1.232,-0.946,1.662
2024-01-01 15:4:03.8860,0.766,-1.492,-1.147,2.032
2024-01-01 15:4:03.9100,0.729,-2.0,-1.228,2.458
2024-01-01 15:4:03.9100,0.729,-2.0,-1.228,2.458
2024-01-01 15:4:03.9160,0.54,-2.108,-1.181,2.476
2024-01-01 15:4:03.9270,0.324,-2.013,-1.133,2.333
2024-01-01 15:4:03.9350,0.208,-1.713,-1.187,2.094
2024-01-01 15:4:03.9460,0.16,-1.497,-1.38,2.042
2024-01-01 15:4:03.9550,0.286,-1.322,-1.468,1.996
2024-01-01 15:4:03.9650,0.349,-1.173,-1.375,1.841
2024-01-01 15:4:03.9790,0.339,-1.001,-1.285,1.664
2024-01-01 15:4:03.9850,0.304,-0.845,-1.227,1.521
2024-01-01 15:4:04.0110,0.194,-0.601,-1.014,1.195
2024-01-01 15:4:04.0120,0.194,-0.601,-1.014,1.195
2024-01-01 15:4:04.0150,0.075,-0.51,-0.812,0.962
2024-01-01 15:4:04.0270,-0.103,-0.432,-0.653,0.79
2024-01-01 15:4:04.0350,-0.216,-0.293,-0.588,0.692
2024-01-01 15:4:04.0450,-0.174,-0.157,-0.505,0.557
2024-01-01 15:4:04.0550,-0.226,-0.019,-0.322,0.394
2024-01-01 15:4:04.0650,-0.357,0.145,-0.032,0.387
2024-01-01 15:4:04.0790,-0.483,0.125,0.215,0.543
2024-01-01 15:4:04.0850,-0.621,0.113,0.334,0.714
2024-01-01 15:4:04.1090,-0.328,-0.007,-0.25,0.412
2024-01-01 15:4:04.1090,-0.328,-0.007,-0.25,0.412
2024-01-01 15:4:04.1150,-0.057,0.005,-0.206,0.214
2024-01-01 15:4:04.1260,0.107,-0.01,-0.064,0.125
2024-01-01 15:4:04.1340,0.256,-0.044,-0.039,0.263
2024-01-01 15:4:04.1450,0.273,-0.109,-0.113,0.315
2024-01-01 15:4:04.1550,-0.077,-0.358,-0.25,0.443
2024-01-01 15:4:04.1650,-0.494,-0.658,-0.325,0.885
2024-01-01 15:4:04.1780,-0.756,-0.836,-0.25,1.155
2024-01-01 15:4:04.1840,-0.781,-1.033,-0.255,1.32
2024-01-01 15:4:04.2100,-0.774,-1.801,-0.451,2.011
2024-01-01 15:4:04.2100,-0.774,-1.801,-0.451,2.011
2024-01-01 15:4:04.2140,-0.781,-2.131,-0.502,2.324
2024-01-01 15:4:04.2270,-0.666,-2.114,-0.7,2.324
2024-01-01 15:4:04.2340,-0.283,-1.762,-0.918,2.007
2024-01-01 15:4:04.2440,0.12,-1.467,-0.883,1.716
2024-01-01 15:4:04.2540,0.379,-1.232,-0.873,1.557
2024-01-01 15:4:04.2640,0.434,-1.006,-1.006,1.487
2024-01-01 15:4:04.2740,0.622,-0.725,-1.264,1.584
2024-01-01 15:4:04.2840,0.96,-0.492,-1.574,1.908
2024-01-01 15:4:04.3090,0.658,-0.671,-1.695,1.938
2024-01-01 15:4:04.3090,0.658,-0.671,-1.695,1.938
2024-01-01 15:4:04.3130,0.384,-0.893,-1.517,1.802
2024-01-01 15:4:04.3260,0.325,-1.12,-1.461,1.869
2024-01-01 15:4:04.3330,0.247,-1.29,-1.492,1.988
2024-01-01 15:4:04.3430,0.263,-1.328,-1.299,1.876
2024-01-01 15:4:04.3530,0.336,-1.249,-1.021,1.648
2024-01-01 15:4:04.3630,0.33,-1.18,-0.854,1.494
2024-01-01 15:4:04.3780,0.214,-1.126,-0.795,1.395
2024-01-01 15:4:04.3830,0.061,-1.038,-0.765,1.291
2024-01-01 15:4:04.4100,-0.026,-0.76,-0.659,1.006
2024-01-01 15:4:04.4100,-0.026,-0.76,-0.659,1.006
2024-01-01 15:4:04.4130,-0.024,-0.667,-0.583,0.886
2024-01-01 15:4:04.4260,-0.022,-0.614,-0.488,0.785
2024-01-01 15:4:04.4330,-0.053,-0.482,-0.211,0.529
2024-01-01 15:4:04.4430,-0.084,-0.195,0.205,0.295
2024-01-01 15:4:04.4530,-0.1,0.095,0.301,0.331
2024-01-01 15:4:04.4630,-0.108,0.195,-0.013,0.223
2024-01-01 15:4:04.4790,-0.165,0.185,-0.155,0.292
2024-01-01 15:4:04.4830,-0.298,0.213,-0.004,0.366
2024-01-01 15:4:04.5080,-0.188,0.001,-0.181,0.261
2024-01-01 15:4:04.5090,-0.188,0.001,-0.181,0.261
2024-01-01 15:4:04.5120,0.005,-0.012,-0.08,0.081
2024-01-01 15:4:04.5270,0.116,0.009,0.034,0.121
2024-01-01 15:4:04.5320,0.151,0.032,-0.061,0.166
2024-01-01 15:4:04.5420,0.085,-0.069,-0.283,0.303
2024-01-01 15:4:04.5520,-0.127,-0.279,-0.512,0.597
2024-01-01 15:4:04.5620,-0.403,-0.433,-0.658,0.885
2024-01-01 15:4:04.5720,-0.639,-0.421,-0.701,1.038
2024-01-01 15:4:04.5950,-0.976,-0.412,-1.085,1.516
2024-01-01 15:4:04.5960,-0.976,-0.412,-1.085,1.516
2024-01-01 15:4:04.6020,-0.836,-0.531,-1.173,1.535
2024-01-01 15:4:04.6120,-0.589,-0.543,-1.082,1.346
2024-01-01 15:4:04.6210,-0.264,-0.633,-1.036,1.242
2024-01-01 15:4:04.6320,0.177,-0.837,-1.094,1.389
2024-01-01 15:4:04.6420,0.623,-1.093,-1.223,1.755
2024-01-01 15:4:04.6520,0.85,-1.483,-1.299,2.147
2024-01-01 15:4:04.6620,0.754,-1.923,-1.276,2.428
2024-01-01 15:4:04.6710,0.691,-2.133,-1.2,2.543
2024-01-01 15:4:04.6950,0.561,-1.976,-1.114,2.337
2024-01-01 15:4:04.6960,0.561,-1.976,-1.114,2.337
2024-01-01 15:4:04.7010,0.287,-1.799,-1.23,2.198
2024-01-01 15:4:04.7110,0.293,-1.548,-1.385,2.098
2024-01-01 15:4:04.7210,0.351,-1.251,-1.466,1.959
2024-01-01 15:4:04.7310,0.412,-1.046,-1.562,1.925
2024-01-01 15:4:04.7410,0.465,-0.814,-1.499,1.768
2024-01-01 15:4:04.7510,0.416,-0.689,-1.316,1.543
2024-01-01 15:4:04.7610,0.349,-0.554,-1.121,1.298
2024-01-01 15:4:04.7940,-0.148,-0.394,-0.852,0.95
2024-01-01 15:4:04.7950,-0.148,-0.394,-0.852,0.95
2024-01-01 15:4:04.7950,-0.148,-0.394,-0.852,0.95
2024-01-01 15:4:04.8000,-0.151,-0.311,-0.67,0.754
2024-01-01 15:4:04.8100,-0.142,-0.251,-0.411,0.502
2024-01-01 15:4:04.8200,-0.154,-0.161,-0.237,0.325
2024-01-01 15:4:04.8300,-0.127,-0.001,-0.068,0.144
2024-01-01 15:4:04.8410,-0.166,0.025,0.053,0.176
2024-01-01 15:4:04.8500,-0.241,-0.033,0.054,0.249
2024-01-01 15:4:04.8600,-0.447,0.079,0.01,0.454
2024-01-01 15:4:04.8700,-0.725,0.232,-0.002,0.761
2024-01-01 15:4:04.8950,-0.418,0.198,-0.244,0.523
2024-01-01 15:4:04.8950,-0.418,0.198,-0.244,0.523
2024-01-01 15:4:04.9000,-0.067,0.17,-0.202,0.272
2024-01-01 15:4:04.9100,0.149,0.093,-0.118,0.212
2024-01-01 15:4:04.9200,0.146,-0.16,-0.091,0.235
2024-01-01 15:4:04.9300,-0.122,-0.435,-0.115,0.466
2024-01-01 15:4:04.9400,-0.398,-0.624,-0.15,0.755
2024-01-01 15:4:04.9500,-0.595,-0.765,-0.161,0.982
2024-01-01 15:4:04.9600,-0.717,-0.95,-0.152,1.2
2024-01-01 15:4:04.9700,-0.779,-1.232,-0.177,1.468
2024-01-01 15:4:04.9960,-0.683,-1.874,-0.563,2.073
2024-01-01 15:4:04.9960,-0.683,-1.874,-0.563,2.073
2024-01-01 15:4:04.9990,-0.643,-1.922,-0.775,2.17
2024-01-01 15:4:05.0100,-0.474,-1.816,-0.986,2.12
2024-01-01 15:4:05.0190,-0.085,-1.658,-1.03,1.954
2024-01-01 15:4:05.0290,0.329,-1.363,-0.91,1.672
2024-01-01 15:4:05.0390,0.456,-0.93,-0.922,1.387
2024-01-01 15:4:05.0490,0.471,-0.6,-1.187,1.411
2024-01-01 15:4:05.0590,0.694,-0.34,-1.549,1.731
2024-01-01 15:4:05.0940,1.11,-0.427,-1.871,2.217
2024-01-01 15:4:05.0940,1.11,-0.427,-1.871,2.217
2024-01-01 15:4:05.0950,1.11,-0.427,-1.871,2.217
2024-01-01 15:4:05.0990,0.829,-0.83,-1.547,1.941
2024-01-01 15:4:05.1090,0.561,-1.214,-1.237,1.822
2024-01-01 15:4:05.1190,0.278,-1.566,-1.172,1.976
2024-01-01 15:4:05.1290,0.013,-1.709,-1.115,2.041
2024-01-01 15:4:05.1390,-0.102,-1.623,-0.991,1.904
2024-01-01 15:4:05.1490,-0.077,-1.439,-0.844,1.67
2024-01-01 15:4:05.1590,0.026,-1.227,-0.785,1.457
2024-01-01 15:4:05.1920,0.122,-0.542,-0.708,0.9
2024-01-01 15:4:05.1930,0.122,-0.542,-0.708,0.9
2024-01-01 15:4:05.1930,0.122,-0.542,-0.708,0.9
2024-01-01 15:4:05.1980,0.104,-0.537,-0.549,0.775
2024-01-01 15:4:05.2090,0.059,-0.525,-0.38,0.651
2024-01-01 15:4:05.2180,-0.004,-0.317,-0.021,0.318
2024-01-01 15:4:05.2280,-0.137,-0.055,0.273,0.31
2024-01-01 15:4:05.2390,-0.269,0.025,0.212,0.343
2024-01-01 15:4:05.2480,-0.24,-0.086,-0.097,0.273
2024-01-01 15:4:05.2580,-0.354,-0.087,-0.143,0.392
2024-01-01 15:4:05.2680,-0.453,0.043,0.031,0.456
2024-01-01 15:4:05.2960,-0.029,0.186,-0.08,0.205
2024-01-01 15:4:05.2960,-0.029,0.186,-0.08,0.205
2024-01-01 15:4:05.2970,0.147,0.218,-0.054,0.268
2024-01-01 15:4:05.3080,0.229,0.207,-0.046,0.312
2024-01-01 15:4:05.3170,0.209,0.099,-0.174,0.289
2024-01-01 15:4:05.3280,0.016,-0.189,-0.392,0.435
2024-01-01 15:4:05.3390,-0.286,-0.473,-0.648,0.852
2024-01-01 15:4:05.3480,-0.615,-0.548,-0.832,1.171
2024-01-01 15:4:05.3580,-0.888,-0.419,-0.937,1.357
2024-01-01 15:4:05.3930,-0.258,-0.612,-1.316,1.474
2024-01-01 15:4:05.3940,-0.258,-0.612,-1.316,1.474
2024-01-01 15:4:05.3940,-0.258,-0.612,-1.316,1.474
2024-01-01 15:4:05.3970,0.177,-0.578,-1.053,1.214
2024-01-01 15:4:05.4080,0.425,-0.861,-0.886,1.306
2024-01-01 15:4:05.4170,0.421,-1.351,-0.906,1.68
2024-01-01 15:4:05.4270,0.353,-1.722,-1.035,2.04
2024-01-01 15:4:05.4370,0.381,-1.84,-1.142,2.199
2024-01-01 15:4:05.4470,0.551,-1.908,-1.36,2.407
2024-01-01 15:4:05.4570,0.399,-1.977,-1.377,2.442
2024-01-01 15:4:05.4940,0.193,-1.355,-1.404,1.961
2024-01-01 15:4:05.4940,0.193,-1.355,-1.404,1.961
2024-01-01 15:4:05.4940,0.193,-1.355,-1.404,1.961
2024-01-01 15:4:05.4960,0.291,-1.129,-1.566,1.952
2024-01-01 15:4:05.5080,0.372,-0.954,-1.536,1.846
2024-01-01 15:4:05.5160,0.383,-0.812,-1.381,1.647
2024-01-01 15:4:05.5260,0.336,-0.708,-1.22,1.45
2024-01-01 15:4:05.5360,0.229,-0.629,-1.1,1.288
2024-01-01 15:4:05.5460,0.039,-0.556,-1.026,1.168
2024-01-01 15:4:05.5560,-0.124,-0.478,-1.018,1.131
2024-01-01 15:4:05.5710,-0.119,-0.385,-0.966,1.047
2024-01-01 15:4:05.5920,-0.088,-0.2,-0.397,0.453
2024-01-01 15:4:05.5920,-0.088,-0.2,-0.397,0.453
2024-01-01 15:4:05.5960,-0.105,-0.026,-0.128,0.168
2024-01-01 15:4:05.6070,-0.079,0.078,0.06,0.126
2024-01-01 15:4:05.6160,-0.281,0.103,0.184,0.351
2024-01-01 15:4:05.6260,-0.611,0.041,0.131,0.626
2024-01-01 15:4:05.6360,-0.773,-0.014,-0.059,0.775
2024-01-01 15:4:05.6460,-0.579,0.046,-0.108,0.591
2024-01-01 15:4:05.6560,-0.168,0.045,-0.048,0.18
2024-01-01 15:4:05.6660,0.172,-0.022,-0.127,0.215
2024-01-01 15:4:05.6940,-0.066,-0.386,-0.244,0.461
2024-01-01 15:4:05.6940,-0.066,-0.386,-0.244,0.461
2024-01-01 15:4:05.6950,-0.508,-0.649,-0.218,0.853
2024-01-01 15:4:05.7080,-0.751,-0.863,-0.17,1.157
2024-01-01 15:4:05.7150,-0.825,-1.117,-0.142,1.396
2024-01-01 15:4:05.7250,-0.73,-1.42,-0.112,1.601
2024-01-01 15:4:05.7350,-0.668,-1.857,-0.232,1.987
2024-01-01 15:4:05.7450,-0.739,-2.212,-0.482,2.381
2024-01-01 15:4:05.7560,-0.664,-2.147,-0.776,2.378
2024-01-01 15:4:05.7650,-0.505,-1.9,-0.925,2.173
2024-01-01 15:4:05.7900,0.164,-1.222,-0.617,1.379
2024-01-01 15:4:05.7900,0.164,-1.222,-0.617,1.379
2024-01-01 15:4:05.7950,0.384,-0.889,-0.787,1.248
2024-01-01 15:4:05.8070,0.447,-0.544,-1.141,1.341
2024-01-01 15:4:05.8150,0.619,-0.232,-1.466,1.608
2024-01-01 15:4:05.8250,0.78,-0.074,-1.671,1.846
2024-01-01 15:4:05.8340,0.958,-0.12,-1.827,2.066
2024-01-01 15:4:05.8450,0.942,-0.451,-1.81,2.09
2024-01-01 15:4:05.8550,0.768,-0.814,-1.602,1.954
2024-01-01 15:4:05.8690,0.535,-1.152,-1.453,1.93
2024-01-01 15:4:05.8910,0.239,-1.505,-1.29,1.997
2024-01-01 15:4:05.8910,0.239,-1.505,-1.29,1.997
2024-01-01 15:4:05.8940,0.209,-1.514,-0.995,1.824
2024-01-01 15:4:05.9070,0.08,-1.361,-0.783,1.572
2024-01-01 15:4:05.9140,-0.001,-1.171,-0.85,1.447
2024-01-01 15:4:05.9240,0.007,-0.942,-0.964,1.348
2024-01-01 15:4:05.9340,0.021,-0.718,-0.883,1.138
2024-01-01 15:4:05.9440,0.026,-0.585,-0.699,0.912
2024-01-01 15:4:05.9550,0.01,-0.547,-0.585,0.801
2024-01-01 15:4:05.9640,-0.081,-0.52,-0.431,0.68
2024-01-01 15:4:05.9890,-0.257,-0.054,0.216,0.34
2024-01-01 15:4:05.9890,-0.257,-0.054,0.216,0.34
2024-01-01 15:4:05.9940,-0.234,0.122,0.067,0.272
2024-01-01 15:4:06.0070,-0.263,0.151,-0.122,0.327
2024-01-01 15:4:06.0130,-0.315,0.082,-0.075,0.334
2024-01-01 15:4:06.0230,-0.347,0.111,-0.017,0.365
2024-01-01 15:4:06.0330,-0.284,0.104,-0.092,0.316
2024-01-01 15:4:06.0440,-0.143,0.055,-0.072,0.169
2024-01-01 15:4:06.0550,-0.018,0.034,0.041,0.056
2024-01-01 15:4:06.0640,0.123,0.028,0.028,0.129
2024-01-01 15:4:06.0920,0.224,0.057,-0.196,0.303
2024-01-01 15:4:06.0920,0.224,0.057,-0.196,0.303
2024-01-01 15:4:06.0940,0.126,-0.068,-0.216,0.259
2024-01-01 15:4:06.1070,-0.088,-0.29,-0.309,0.433
2024-01-01 15:4:06.1130,-0.334,-0.516,-0.505,0.796
2024-01-01 15:4:06.1230,-0.575,-0.649,-0.744,1.143
2024-01-01 15:4:06.1330,-0.819,-0.614,-0.936,1.387
2024-01-01 15:4:06.1430,-0.976,-0.484,-1.058,1.519
2024-01-01 15:4:06.1550,-0.838,-0.513,-1.028,1.422
2024-01-01 15:4:06.1630,-0.448,-0.72,-0.982,1.297
2024-01-01 15:4:06.1900,0.493,-1.111,-1.17,1.687
2024-01-01 15:4:06.1910,0.493,-1.111,-1.17,1.687
2024-01-01 15:4:06.1920,0.776,-1.367,-1.293,2.035
2024-01-01 15:4:06.2030,0.829,-1.968,-1.412,2.56
2024-01-01 15:4:06.2120,0.875,-2.289,-1.388,2.816
2024-01-01 15:4:06.2230,0.956,-2.229,-1.175,2.695
2024-01-01 15:4:06.2320,0.795,-2.122,-1.066,2.504
2024-01-01 15:4:06.2430,0.363,-1.946,-1.151,2.29
2024-01-01 15:4:06.2530,0.259,-1.59,-1.4,2.134
2024-01-01 15:4:06.2670,0.291,-1.247,-1.593,2.044
2024-01-01 15:4:06.2900,0.449,-0.823,-1.504,1.772
2024-01-01 15:4:06.2910,0.449,-0.823,-1.504,1.772
2024-01-01 15:4:06.2920,0.357,-0.702,-1.33,1.546
2024-01-01 15:4:06.3020,0.3,-0.589,-1.153,1.329
2024-01-01 15:4:06.3120,0.215,-0.526,-1.015,1.163
2024-01-01 15:4:06.3220,0.02,-0.502,-0.917,1.046
2024-01-01 15:4:06.3320,-0.202,-0.467,-0.803,0.951
2024-01-01 15:4:06.3420,-0.224,-0.358,-0.598,0.732
2024-01-01 15:4:06.3520,-0.196,-0.255,-0.431,0.538
2024-01-01 15:4:06.3660,-0.202,-0.091,-0.277,0.355
2024-01-01 15:4:06.3900,-0.185,0.081,0.175,0.267
2024-01-01 15:4:06.3900,-0.185,0.081,0.175,0.267
2024-01-01 15:4:06.3910,-0.309,-0.001,0.226,0.383
2024-01-01 15:4:06.4010,-0.688,0.069,0.147,0.707
2024-01-01 15:4:06.4110,-0.956,0.14,-0.03,0.967
2024-01-01 15:4:06.4210,-0.627,0.124,-0.286,0.7
2024-01-01 15:4:06.4310,-0.085,0.154,-0.279,0.33
2024-01-01 15:4:06.4410,0.14,0.192,-0.151,0.282
2024-01-01 15:4:06.4510,0.31,0.134,-0.121,0.359
2024-01-01 15:4:06.4660,0.242,-0.101,-0.17,0.313
2024-01-01 15:4:06.4910,-0.781,-0.799,-0.157,1.128
2024-01-01 15:4:06.4920,-0.781,-0.799,-0.157,1.128
2024-01-01 15:4:06.4920,-0.781,-0.799,-0.157,1.128
2024-01-01 15:4:06.5010,-0.943,-1.075,-0.146,1.437
2024-01-01 15:4:06.5110,-0.925,-1.447,-0.283,1.741
2024-01-01 15:4:06.5210,-0.707,-1.703,-0.449,1.898
2024-01-01 15:4:06.5310,-0.668,-1.912,-0.606,2.114
2024-01-01 15:4:06.5410,-0.649,-1.933,-0.84,2.205
2024-01-01 15:4:06.5500,-0.343,-1.82,-0.965,2.088
2024-01-01 15:4:06.5610,0.139,-1.616,-0.965,1.887
2024-01-01 15:4:06.5920,0.6,-0.703,-1.511,1.771
2024-01-01 15:4:06.5930,0.6,-0.703,-1.511,1.771
2024-01-01 15:4:06.5930,0.6,-0.703,-1.511,1.771
2024-01-01 15:4:06.6000,0.815,-0.415,-1.752,1.976
2024-01-01 15:4:06.6100,0.995,-0.238,-1.903,2.161
2024-01-01 15:4:06.6200,1.107,-0.439,-1.908,2.249
2024-01-01 15:4:06.6300,0.844,-0.824,-1.545,1.944
2024-01-01 15:4:06.6400,0.523,-1.216,-1.256,1.825
2024-01-01 15:4:06.6500,0.257,-1.625,-1.181,2.025
2024-01-01 15:4:06.6600,0.023,-1.734,-1.121,2.065
2024-01-01 15:4:06.6900,-0.015,-1.168,-0.79,1.41
2024-01-01 15:4:06.6900,-0.015,-1.168,-0.79,1.41
2024-01-01 15:4:06.6910,-0.015,-1.168,-0.79,1.41
2024-01-01 15:4:06.6990,0.121,-0.877,-0.808,1.199
2024-01-01 15:4:06.7100,0.185,-0.604,-0.82,1.035
2024-01-01 15:4:06.7200,0.131,-0.444,-0.73,0.864
2024-01-01 15:4:06.7300,0.029,-0.441,-0.579,0.728
2024-01-01 15:4:06.7400,-0.063,-0.472,-0.329,0.579
2024-01-01 15:4:06.7490,-0.191,-0.369,0.097,0.427
2024-01-01 15:4:06.7600,-0.366,-0.145,0.372,0.542
2024-01-01 15:4:06.7900,-0.07,0.063,-0.133,0.163
2024-01-01 15:4:06.7900,-0.07,0.063,-0.133,0.163
2024-01-01 15:4:06.7910,-0.07,0.063,-0.133,0.163
2024-01-01 15:4:06.7990,-0.071,0.093,-0.016,0.118
2024-01-01 15:4:06.8090,-0.007,0.099,-0.029,0.103
2024-01-01 15:4:06.8190,0.081,0.111,-0.045,0.145
2024-01-01 15:4:06.8290,0.165,0.139,0.014,0.216
2024-01-01 15:4:06.8390,0.276,0.163,0.032,0.322
2024-01-01 15:4:06.8490,0.341,0.134,-0.07,0.373
2024-01-01 15:4:06.8590,0.179,-0.084,-0.25,0.319
2024-01-01 15:4:06.8940,-0.931,-0.717,-0.82,1.433
2024-01-01 15:4:06.8940,-0.931,-0.717,-0.82,1.433
2024-01-01 15:4:06.8940,-0.931,-0.717,-0.82,1.433
2024-01-01 15:4:06.8980,-1.046,-0.544,-1.056,1.583
2024-01-01 15:4:06.9080,-0.913,-0.509,-1.21,1.599
2024-01-01 15:4:06.9190,-0.689,-0.562,-1.355,1.621
2024-01-01 15:4:06.9280,-0.18,-0.559,-1.174,1.313
2024-01-01 15:4:06.9380,0.237,-0.738,-0.928,1.209
2024-01-01 15:4:06.9480,0.344,-1.148,-0.848,1.468
2024-01-01 15:4:06.9580,0.289,-1.565,-0.934,1.845
2024-01-01 15:4:06.9680,0.266,-1.831,-1.037,2.121
2024-01-01 15:4:06.9910,0.431,-2.137,-1.326,2.552
2024-01-01 15:4:06.9910,0.431,-2.137,-1.326,2.552
2024-01-01 15:4:06.9980,0.196,-2.011,-1.217,2.359
2024-01-01 15:4:07.0080,0.17,-1.818,-1.119,2.142
2024-01-01 15:4:07.0180,0.303,-1.501,-1.244,1.973
2024-01-01 15:4:07.0280,0.426,-1.309,-1.492,2.03
2024-01-01 15:4:07.0380,0.505,-1.123,-1.515,1.952
2024-01-01 15:4:07.0480,0.543,-0.95,-1.404,1.78
2024-01-01 15:4:07.0580,0.538,-0.797,-1.264,1.588
2024-01-01 15:4:07.0680,0.435,-0.662,-1.175,1.417
2024-01-01 15:4:07.0900,0.012,-0.6,-0.945,1.119
2024-01-01 15:4:07.0900,0.012,-0.6,-0.945,1.119
2024-01-01 15:4:07.0970,-0.112,-0.498,-0.774,0.927
2024-01-01 15:4:07.1070,-0.029,-0.359,-0.628,0.724
2024-01-01 15:4:07.1170,0.061,-0.24,-0.465,0.527
2024-01-01 15:4:07.1270,-0.048,-0.057,-0.27,0.28
2024-01-01 15:4:07.1370,-0.181,0.101,-0.034,0.21
2024-01-01 15:4:07.1470,-0.366,0.261,0.23,0.505
2024-01-01 15:4:07.1610,-0.658,0.367,0.312,0.815
2024-01-01 15:4:07.1670,-0.845,0.195,0.076,0.871
2024-01-01 15:4:07.1900,-0.179,0.11,-0.306,0.371
2024-01-01 15:4:07.1900,-0.179,0.11,-0.306,0.371
2024-01-01 15:4:07.1970,0.238,-0.051,-0.192,0.31
2024-01-01 15:4:07.2070,0.457,-0.058,-0.096,0.471
2024-01-01 15:4:07.2160,0.481,-0.026,-0.102,0.492
2024-01-01 15:4:07.2270,0.192,-0.182,-0.218,0.343
2024-01-01 15:4:07.2370,-0.278,-0.469,-0.417,0.686
2024-01-01 15:4:07.2470,-0.832,-0.773,-0.363,1.192
2024-01-01 15:4:07.2610,-1.235,-1.068,-0.192,1.644
2024-01-01 15:4:07.2660,-1.22,-1.492,-0.224,1.94
2024-01-01 15:4:07.2870,-0.629,-1.909,-0.438,2.057
2024-01-01 15:4:07.2870,-0.629,-1.909,-0.438,2.057
2024-01-01 15:4:07.2960,-0.884,-2.229,-0.677,2.492
2024-01-01 15:4:07.3060,-0.849,-2.19,-0.988,2.548
2024-01-01 15:4:07.3160,-0.476,-1.897,-1.086,2.237
2024-01-01 15:4:07.3260,-0.103,-1.555,-0.965,1.833
2024-01-01 15:4:07.3360,0.204,-1.131,-0.987,1.515
2024-01-01 15:4:07.3460,0.518,-0.683,-1.276,1.537
2024-01-01 15:4:07.3560,0.765,-0.236,-1.538,1.734
2024-01-01 15:4:07.3660,1.209,-0.022,-1.976,2.317
2024-01-01 15:4:07.3890,1.068,-0.743,-2.067,2.442
2024-01-01 15:4:07.3890,1.068,-0.743,-2.067,2.442
2024-01-01 15:4:07.3960,0.588,-1.107,-1.65,2.072
2024-01-01 15:4:07.4050,0.348,-1.487,-1.31,2.012
2024-01-01 15:4:07.4150,0.139,-1.614,-1.13,1.975
2024-01-01 15:4:07.4260,0.01,-1.479,-1.131,1.862
2024-01-01 15:4:07.4360,-0.003,-1.254,-1.162,1.71
2024-01-01 15:4:07.4450,0.17,-1.081,-1.054,1.519
2024-01-01 15:4:07.4560,0.327,-0.854,-0.883,1.271
2024-01-01 15:4:07.4660,0.331,-0.587,-0.795,1.042
2024-01-01 15:4:07.4900,0.137,-0.332,-0.635,0.73
2024-01-01 15:4:07.4900,0.137,-0.332,-0.635,0.73
2024-01-01 15:4:07.4950,0.004,-0.34,-0.446,0.561
2024-01-01 15:4:07.5050,-0.212,-0.288,0.045,0.36
2024-01-01 15:4:07.5150,-0.489,-0.16,0.485,0.707
2024-01-01 15:4:07.5250,-0.704,-0.012,0.433,0.827
2024-01-01 15:4:07.5350,-0.57,0.193,0.058,0.605
2024-01-01 15:4:07.5450,-0.235,0.261,-0.173,0.392
2024-01-01 15:4:07.5600,-0.015,0.276,-0.118,0.301
2024-01-01 15:4:07.5650,0.082,0.176,-0.135,0.236
2024-01-01 15:4:07.5910,0.08,0.07,-0.023,0.109
2024-01-01 15:4:07.5910,0.08,0.07,-0.023,0.109
2024-01-01 15:4:07.5940,0.092,0.045,0.027,0.106
2024-01-01 15:4:07.6050,0.17,-0.032,0.032,0.176
2024-01-01 15:4:07.6140,0.193,-0.048,-0.096,0.221
2024-01-01 15:4:07.6240,0.081,-0.219,-0.387,0.452
2024-01-01 15:4:07.6350,-0.182,-0.491,-0.586,0.786
2024-01-01 15:4:07.6440,-0.524,-0.661,-0.677,1.082
2024-01-01 15:4:07.6580,-0.851,-0.651,-0.846,1.365
2024-01-01 15:4:07.6640,-1.004,-0.447,-1.112,1.563
2024-01-01 15:4:07.6880,-0.894,-0.497,-1.099,1.501
2024-01-01 15:4:07.6880,-0.894,-0.497,-1.099,1.501
2024-01-01 15:4:07.6940,-0.403,-0.712,-1.008,1.298
