time,gFx,gFy,gFz
2024-01-01 15:14:07.8850,0.07,-0.741,-0.666,0.999
2024-01-01 15:14:07.8860,0.07,-0.741,-0.666,0.999
2024-01-01 15:14:07.8930,0.078,-0.744,-0.662,0.999
2024-01-01 15:14:07.9030,0.088,-0.742,-0.658,0.996
2024-01-01 15:14:07.9130,0.095,-0.743,-0.656,0.996
2024-01-01 15:14:07.9230,0.099,-0.743,-0.657,0.997
2024-01-01 15:14:07.9360,0.097,-0.742,-0.657,0.996
2024-01-01 15:14:07.9430,0.097,-0.744,-0.658,0.998
2024-01-01 15:14:07.9650,0.086,-0.742,-0.66,0.997
2024-01-01 15:14:07.9660,0.086,-0.742,-0.66,0.997
2024-01-01 15:14:07.9730,0.08,-0.743,-0.658,0.996
2024-01-01 15:14:07.9840,0.073,-0.745,-0.659,0.997
2024-01-01 15:14:07.9930,0.071,-0.747,-0.664,1.002
2024-01-01 15:14:08.0030,0.067,-0.744,-0.664,0.999
2024-01-01 15:14:08.0120,0.067,-0.74,-0.663,0.996
2024-01-01 15:14:08.0230,0.073,-0.738,-0.665,0.996
2024-01-01 15:14:08.0370,0.068,-0.74,-0.667,0.999
2024-01-01 15:14:08.0420,0.072,-0.745,-0.663,1.0
2024-01-01 15:14:08.0660,0.078,-0.749,-0.664,1.004
2024-01-01 15:14:08.0660,0.078,-0.749,-0.664,1.004
2024-01-01 15:14:08.0720,0.081,-0.747,-0.663,1.002
2024-01-01 15:14:08.0830,0.08,-0.748,-0.666,1.005
2024-01-01 15:14:08.0920,0.078,-0.749,-0.672,1.009
2024-01-01 15:14:08.1020,0.077,-0.748,-0.671,1.008
2024-01-01 15:14:08.1120,0.077,-0.746,-0.671,1.006
2024-01-01 15:14:08.1220,0.078,-0.744,-0.669,1.004
2024-01-01 15:14:08.1370,0.075,-0.743,-0.67,1.003
2024-01-01 15:14:08.1420,0.071,-0.744,-0.672,1.005
2024-01-01 15:14:08.1680,0.083,-0.744,-0.665,1.001
2024-01-01 15:14:08.1680,0.083,-0.744,-0.665,1.001
2024-01-01 15:14:08.1720,0.088,-0.747,-0.667,1.005
2024-01-01 15:14:08.1840,0.088,-0.75,-0.663,1.005
2024-01-01 15:14:08.1910,0.085,-0.751,-0.662,1.005
2024-01-01 15:14:08.2010,0.085,-0.75,-0.66,1.003
2024-01-01 15:14:08.2110,0.086,-0.749,-0.659,1.001
2024-01-01 15:14:08.2220,0.083,-0.746,-0.663,1.001
2024-01-01 15:14:08.2370,0.08,-0.741,-0.664,0.998
2024-01-01 15:14:08.2410,0.083,-0.734,-0.664,0.993
2024-01-01 15:14:08.2670,0.086,-0.728,-0.667,0.991
2024-01-01 15:14:08.2680,0.086,-0.728,-0.667,0.991
2024-01-01 15:14:08.2710,0.084,-0.729,-0.67,0.994
2024-01-01 15:14:08.2840,0.085,-0.725,-0.671,0.992
2024-01-01 15:14:08.2910,0.077,-0.724,-0.671,0.99
2024-01-01 15:14:08.3010,0.073,-0.727,-0.667,0.989
2024-01-01 15:14:08.3110,0.072,-0.73,-0.669,0.993
2024-01-01 15:14:08.3210,0.071,-0.734,-0.67,0.996
2024-01-01 15:14:08.3370,0.072,-0.735,-0.669,0.996
2024-01-01 15:14:08.3410,0.075,-0.735,-0.669,0.997
2024-01-01 15:14:08.3670,0.078,-0.739,-0.664,0.997
2024-01-01 15:14:08.3680,0.078,-0.739,-0.664,0.997
2024-01-01 15:14:08.3700,0.079,-0.741,-0.663,0.997
2024-01-01 15:14:08.3840,0.077,-0.745,-0.661,0.999
2024-01-01 15:14:08.3900,0.076,-0.744,-0.66,0.997
2024-01-01 15:14:08.4000,0.078,-0.746,-0.657,0.997
2024-01-01 15:14:08.4100,0.08,-0.747,-0.657,0.998
2024-01-01 15:14:08.4200,0.08,-0.746,-0.661,1.0
2024-01-01 15:14:08.4370,0.078,-0.744,-0.662,0.999
2024-01-01 15:14:08.4400,0.076,-0.741,-0.658,0.994
2024-01-01 15:14:08.4680,0.082,-0.738,-0.658,0.992
2024-01-01 15:14:08.4680,0.082,-0.738,-0.658,0.992
2024-01-01 15:14:08.4700,0.078,-0.738,-0.662,0.994
2024-01-01 15:14:08.4830,0.075,-0.738,-0.663,0.995
2024-01-01 15:14:08.4900,0.077,-0.736,-0.662,0.993
2024-01-01 15:14:08.5000,0.082,-0.73,-0.661,0.988
2024-01-01 15:14:08.5100,0.084,-0.729,-0.661,0.988
2024-01-01 15:14:08.5200,0.081,-0.732,-0.666,0.993
2024-01-01 15:14:08.5530,0.08,-0.736,-0.667,0.996
2024-01-01 15:14:08.5530,0.08,-0.736,-0.667,0.996
2024-01-01 15:14:08.5530,0.08,-0.736,-0.667,0.996
2024-01-01 15:14:08.5590,0.08,-0.739,-0.668,0.999
2024-01-01 15:14:08.5690,0.077,-0.741,-0.667,1.0
2024-01-01 15:14:08.5790,0.078,-0.743,-0.668,1.002
2024-01-01 15:14:08.5890,0.08,-0.744,-0.668,1.003
2024-01-01 15:14:08.5990,0.08,-0.745,-0.668,1.004
2024-01-01 15:14:08.6090,0.077,-0.746,-0.671,1.006
2024-01-01 15:14:08.6190,0.079,-0.749,-0.676,1.012
2024-01-01 15:14:08.6290,0.084,-0.753,-0.68,1.018
2024-01-01 15:14:08.6520,0.086,-0.741,-0.664,0.999
2024-01-01 15:14:08.6530,0.086,-0.741,-0.664,0.999
2024-01-01 15:14:08.6590,0.087,-0.743,-0.655,0.994
2024-01-01 15:14:08.6680,0.087,-0.744,-0.663,1.0
2024-01-01 15:14:08.6780,0.084,-0.742,-0.667,1.001
2024-01-01 15:14:08.6880,0.086,-0.741,-0.667,1.001
2024-01-01 15:14:08.6990,0.088,-0.74,-0.662,0.997
2024-01-01 15:14:08.7080,0.092,-0.742,-0.662,0.999
2024-01-01 15:14:08.7180,0.091,-0.742,-0.662,0.999
2024-01-01 15:14:08.7280,0.091,-0.744,-0.663,1.001
2024-01-01 15:14:08.7520,0.081,-0.74,-0.672,1.003
2024-01-01 15:14:08.7530,0.081,-0.74,-0.672,1.003
2024-01-01 15:14:08.7580,0.072,-0.74,-0.675,1.004
2024-01-01 15:14:08.7680,0.063,-0.739,-0.681,1.007
2024-01-01 15:14:08.7780,0.06,-0.738,-0.685,1.009
2024-01-01 15:14:08.7880,0.059,-0.733,-0.682,1.003
2024-01-01 15:14:08.7980,0.063,-0.728,-0.681,0.999
2024-01-01 15:14:08.8080,0.065,-0.727,-0.681,0.998
2024-01-01 15:14:08.8180,0.065,-0.725,-0.678,0.995
2024-01-01 15:14:08.8280,0.066,-0.726,-0.676,0.994
2024-01-01 15:14:08.8510,0.065,-0.726,-0.677,0.995
2024-01-01 15:14:08.8510,0.065,-0.726,-0.677,0.995
2024-01-01 15:14:08.8570,0.065,-0.728,-0.678,0.997
2024-01-01 15:14:08.8670,0.064,-0.729,-0.677,0.997
2024-01-01 15:14:08.8770,0.063,-0.727,-0.675,0.994
2024-01-01 15:14:08.8880,0.066,-0.729,-0.671,0.993
2024-01-01 15:14:08.8970,0.063,-0.732,-0.669,0.994
2024-01-01 15:14:08.9070,0.066,-0.732,-0.674,0.997
2024-01-01 15:14:08.9170,0.067,-0.729,-0.674,0.995
2024-01-01 15:14:08.9270,0.067,-0.73,-0.673,0.995
2024-01-01 15:14:08.9520,0.064,-0.73,-0.677,0.998
2024-01-01 15:14:08.9520,0.064,-0.73,-0.677,0.998
2024-01-01 15:14:08.9570,0.065,-0.73,-0.676,0.997
2024-01-01 15:14:08.9670,0.066,-0.731,-0.676,0.998
2024-01-01 15:14:08.9770,0.067,-0.733,-0.68,1.002
2024-01-01 15:14:08.9870,0.065,-0.732,-0.683,1.003
2024-01-01 15:14:08.9980,0.064,-0.733,-0.682,1.003
2024-01-01 15:14:09.0070,0.066,-0.731,-0.683,1.003
2024-01-01 15:14:09.0170,0.066,-0.729,-0.681,1.0
2024-01-01 15:14:09.0270,0.068,-0.726,-0.683,0.999
2024-01-01 15:14:09.0490,0.069,-0.726,-0.678,0.996
2024-01-01 15:14:09.0500,0.069,-0.726,-0.678,0.996
2024-01-01 15:14:09.0560,0.067,-0.725,-0.678,0.995
2024-01-01 15:14:09.0660,0.069,-0.727,-0.681,0.999
2024-01-01 15:14:09.0760,0.068,-0.724,-0.68,0.996
2024-01-01 15:14:09.0860,0.067,-0.722,-0.679,0.993
2024-01-01 15:14:09.0970,0.063,-0.723,-0.683,0.997
2024-01-01 15:14:09.1060,0.059,-0.721,-0.689,0.999
2024-01-01 15:14:09.1160,0.06,-0.726,-0.685,1.0
2024-01-01 15:14:09.1260,0.063,-0.726,-0.676,0.994
2024-01-01 15:14:09.1510,0.061,-0.728,-0.685,1.001
2024-01-01 15:14:09.1520,0.061,-0.728,-0.685,1.001
2024-01-01 15:14:09.1560,0.059,-0.728,-0.683,1.0
2024-01-01 15:14:09.1660,0.061,-0.735,-0.663,0.992
2024-01-01 15:14:09.1760,0.068,-0.733,-0.667,0.993
2024-01-01 15:14:09.1860,0.049,-0.722,-0.708,1.012
2024-01-01 15:14:09.1970,0.061,-0.739,-0.666,0.997
2024-01-01 15:14:09.2060,0.06,-0.731,-0.673,0.995
2024-01-01 15:14:09.2160,0.063,-0.739,-0.664,0.995
2024-01-01 15:14:09.2260,0.057,-0.733,-0.674,0.997
2024-01-01 15:14:09.2500,0.066,-0.715,-0.715,1.013
2024-01-01 15:14:09.2510,0.066,-0.715,-0.715,1.013
2024-01-01 15:14:09.2550,0.067,-0.735,-0.667,0.995
2024-01-01 15:14:09.2660,0.064,-0.733,-0.648,0.98
2024-01-01 15:14:09.2750,0.065,-0.727,-0.689,1.004
2024-01-01 15:14:09.2850,0.06,-0.729,-0.691,1.006
2024-01-01 15:14:09.2950,0.064,-0.731,-0.67,0.994
2024-01-01 15:14:09.3050,0.069,-0.731,-0.673,0.996
2024-01-01 15:14:09.3160,0.07,-0.731,-0.68,1.001
2024-01-01 15:14:09.3250,0.07,-0.733,-0.678,1.001
2024-01-01 15:14:09.3470,0.072,-0.731,-0.673,0.996
2024-01-01 15:14:09.3480,0.072,-0.731,-0.673,0.996
2024-01-01 15:14:09.3550,0.069,-0.733,-0.679,1.002
2024-01-01 15:14:09.3650,0.067,-0.734,-0.68,1.003
2024-01-01 15:14:09.3750,0.066,-0.733,-0.679,1.001
2024-01-01 15:14:09.3850,0.067,-0.734,-0.68,1.003
2024-01-01 15:14:09.3940,0.066,-0.733,-0.682,1.003
2024-01-01 15:14:09.4040,0.066,-0.732,-0.683,1.003
2024-01-01 15:14:09.4140,0.066,-0.729,-0.68,0.999
2024-01-01 15:14:09.4240,0.067,-0.729,-0.677,0.997
2024-01-01 15:14:09.4480,0.067,-0.731,-0.677,0.999
2024-01-01 15:14:09.4480,0.067,-0.731,-0.677,0.999
2024-01-01 15:14:09.4540,0.067,-0.732,-0.677,0.999
2024-01-01 15:14:09.4650,0.067,-0.731,-0.676,0.998
2024-01-01 15:14:09.4740,0.068,-0.734,-0.676,1.0
2024-01-01 15:14:09.4840,0.068,-0.731,-0.677,0.999
2024-01-01 15:14:09.4940,0.067,-0.729,-0.678,0.998
2024-01-01 15:14:09.5040,0.067,-0.728,-0.675,0.995
2024-01-01 15:14:09.5140,0.067,-0.727,-0.673,0.993
2024-01-01 15:14:09.5230,0.067,-0.726,-0.674,0.993
2024-01-01 15:14:09.5480,0.062,-0.729,-0.679,0.998
2024-01-01 15:14:09.5490,0.062,-0.729,-0.679,0.998
2024-01-01 15:14:09.5530,0.06,-0.728,-0.681,0.999
2024-01-01 15:14:09.5660,0.057,-0.732,-0.679,1.0
2024-01-01 15:14:09.5730,0.059,-0.73,-0.677,0.997
2024-01-01 15:14:09.5830,0.064,-0.725,-0.676,0.993
2024-01-01 15:14:09.5930,0.07,-0.723,-0.675,0.992
2024-01-01 15:14:09.6040,0.068,-0.728,-0.676,0.996
2024-01-01 15:14:09.6140,0.066,-0.735,-0.677,1.001
2024-01-01 15:14:09.6280,0.064,-0.738,-0.675,1.002
2024-01-01 15:14:09.6460,0.063,-0.74,-0.675,1.004
2024-01-01 15:14:09.6460,0.063,-0.74,-0.675,1.004
2024-01-01 15:14:09.6530,0.065,-0.738,-0.678,1.004
2024-01-01 15:14:09.6640,0.063,-0.737,-0.681,1.005
2024-01-01 15:14:09.6730,0.063,-0.733,-0.677,1.0
2024-01-01 15:14:09.6830,0.067,-0.73,-0.673,0.995
2024-01-01 15:14:09.6930,0.071,-0.727,-0.673,0.993
2024-01-01 15:14:09.7030,0.07,-0.724,-0.673,0.991
2024-01-01 15:14:09.7130,0.069,-0.724,-0.678,0.994
2024-01-01 15:14:09.7230,0.067,-0.726,-0.68,0.997
2024-01-01 15:14:09.7480,0.066,-0.734,-0.677,1.001
2024-01-01 15:14:09.7490,0.066,-0.734,-0.677,1.001
2024-01-01 15:14:09.7520,0.067,-0.737,-0.678,1.004
2024-01-01 15:14:09.7650,0.069,-0.742,-0.678,1.007
2024-01-01 15:14:09.7720,0.07,-0.74,-0.677,1.005
2024-01-01 15:14:09.7820,0.072,-0.735,-0.675,1.001
2024-01-01 15:14:09.7920,0.071,-0.728,-0.677,0.997
2024-01-01 15:14:09.8020,0.069,-0.727,-0.674,0.994
2024-01-01 15:14:09.8130,0.07,-0.728,-0.671,0.993
2024-01-01 15:14:09.8220,0.07,-0.725,-0.673,0.992
2024-01-01 15:14:09.8470,0.065,-0.725,-0.678,0.995
2024-01-01 15:14:09.8470,0.065,-0.725,-0.678,0.995
2024-01-01 15:14:09.8520,0.068,-0.726,-0.677,0.995
2024-01-01 15:14:09.8650,0.069,-0.73,-0.678,0.999
2024-01-01 15:14:09.8720,0.068,-0.731,-0.681,1.001
2024-01-01 15:14:09.8820,0.067,-0.733,-0.68,1.002
2024-01-01 15:14:09.8910,0.065,-0.734,-0.679,1.002
2024-01-01 15:14:09.9020,0.065,-0.736,-0.677,1.002
2024-01-01 15:14:09.9120,0.062,-0.737,-0.676,1.002
2024-01-01 15:14:09.9220,0.059,-0.737,-0.679,1.004
2024-01-01 15:14:09.9490,0.061,-0.737,-0.677,1.003
2024-01-01 15:14:09.9500,0.061,-0.737,-0.677,1.003
2024-01-01 15:14:09.9510,0.061,-0.735,-0.674,0.999
2024-01-01 15:14:09.9640,0.058,-0.735,-0.675,1.0
2024-01-01 15:14:09.9710,0.06,-0.734,-0.676,1.0
2024-01-01 15:14:09.9810,0.06,-0.736,-0.676,1.001
2024-01-01 15:14:09.9910,0.058,-0.739,-0.676,1.003
2024-01-01 15:14:10.0010,0.057,-0.739,-0.675,1.002
2024-01-01 15:14:10.0130,0.058,-0.736,-0.675,1.0
2024-01-01 15:14:10.0260,0.063,-0.732,-0.671,0.995
2024-01-01 15:14:10.0480,0.061,-0.733,-0.675,0.998
2024-01-01 15:14:10.0480,0.061,-0.733,-0.675,0.998
2024-01-01 15:14:10.0500,0.051,-0.733,-0.674,0.997
2024-01-01 15:14:10.0650,0.048,-0.725,-0.674,0.991
2024-01-01 15:14:10.0700,0.051,-0.719,-0.673,0.986
2024-01-01 15:14:10.0800,0.052,-0.72,-0.672,0.986
2024-01-01 15:14:10.0900,0.052,-0.725,-0.674,0.991
2024-01-01 15:14:10.1010,0.054,-0.727,-0.679,0.996
2024-01-01 15:14:10.1100,0.058,-0.729,-0.673,0.994
2024-01-01 15:14:10.1200,0.061,-0.731,-0.671,0.994
2024-01-01 15:14:10.1480,0.06,-0.735,-0.677,1.001
2024-01-01 15:14:10.1480,0.06,-0.735,-0.677,1.001
2024-01-01 15:14:10.1500,0.059,-0.735,-0.675,1.0
2024-01-01 15:14:10.1600,0.059,-0.737,-0.675,1.001
2024-01-01 15:14:10.1700,0.058,-0.739,-0.675,1.003
2024-01-01 15:14:10.1800,0.06,-0.738,-0.675,1.002
2024-01-01 15:14:10.1900,0.062,-0.736,-0.674,1.0
2024-01-01 15:14:10.2000,0.064,-0.735,-0.673,0.999
2024-01-01 15:14:10.2100,0.065,-0.733,-0.675,0.999
2024-01-01 15:14:10.2200,0.07,-0.732,-0.674,0.997
2024-01-01 15:14:10.2490,0.074,-0.732,-0.675,0.998
2024-01-01 15:14:10.2500,0.074,-0.732,-0.675,0.998
2024-01-01 15:14:10.2510,0.074,-0.732,-0.675,0.998
2024-01-01 15:14:10.2590,0.073,-0.732,-0.674,0.998
2024-01-01 15:14:10.2690,0.069,-0.73,-0.674,0.996
2024-01-01 15:14:10.2790,0.068,-0.731,-0.674,0.997
2024-01-01 15:14:10.2890,0.067,-0.729,-0.675,0.996
2024-01-01 15:14:10.2990,0.063,-0.73,-0.679,0.999
2024-01-01 15:14:10.3090,0.062,-0.727,-0.68,0.997
2024-01-01 15:14:10.3190,0.063,-0.725,-0.68,0.996
2024-01-01 15:14:10.3470,0.067,-0.728,-0.683,1.0
2024-01-01 15:14:10.3480,0.067,-0.728,-0.683,1.0
2024-01-01 15:14:10.3490,0.068,-0.728,-0.683,1.001
2024-01-01 15:14:10.3590,0.069,-0.727,-0.685,1.001
2024-01-01 15:14:10.3690,0.067,-0.727,-0.684,1.0
2024-01-01 15:14:10.3780,0.067,-0.724,-0.683,0.998
2024-01-01 15:14:10.3880,0.067,-0.726,-0.681,0.998
2024-01-01 15:14:10.3990,0.064,-0.727,-0.683,1.0
2024-01-01 15:14:10.4090,0.063,-0.729,-0.683,1.001
2024-01-01 15:14:10.4220,0.061,-0.728,-0.682,0.999
2024-01-01 15:14:10.4460,0.06,-0.728,-0.683,1.0
2024-01-01 15:14:10.4470,0.06,-0.728,-0.683,1.0
2024-01-01 15:14:10.4480,0.061,-0.727,-0.684,1.0
2024-01-01 15:14:10.4580,0.063,-0.728,-0.681,0.999
2024-01-01 15:14:10.4680,0.064,-0.728,-0.68,0.998
2024-01-01 15:14:10.4780,0.064,-0.727,-0.68,0.998
2024-01-01 15:14:10.4880,0.066,-0.728,-0.679,0.998
2024-01-01 15:14:10.4980,0.066,-0.73,-0.679,0.999
2024-01-01 15:14:10.5080,0.066,-0.728,-0.68,0.998
2024-01-01 15:14:10.5180,0.067,-0.729,-0.679,0.998
2024-01-01 15:14:10.5480,0.066,-0.727,-0.678,0.996
2024-01-01 15:14:10.5480,0.066,-0.727,-0.678,0.996
2024-01-01 15:14:10.5480,0.066,-0.727,-0.678,0.996
2024-01-01 15:14:10.5570,0.063,-0.726,-0.679,0.996
2024-01-01 15:14:10.5680,0.061,-0.725,-0.682,0.997
2024-01-01 15:14:10.5770,0.061,-0.724,-0.682,0.997
2024-01-01 15:14:10.5880,0.062,-0.722,-0.681,0.994
2024-01-01 15:14:10.5980,0.064,-0.721,-0.682,0.995
2024-01-01 15:14:10.6070,0.064,-0.724,-0.679,0.995
2024-01-01 15:14:10.6170,0.064,-0.723,-0.68,0.995
2024-01-01 15:14:10.6470,0.065,-0.726,-0.682,0.998
2024-01-01 15:14:10.6480,0.065,-0.726,-0.682,0.998
2024-01-01 15:14:10.6480,0.065,-0.726,-0.682,0.998
2024-01-01 15:14:10.6570,0.067,-0.726,-0.683,0.999
2024-01-01 15:14:10.6670,0.067,-0.725,-0.684,0.999
2024-01-01 15:14:10.6770,0.069,-0.727,-0.686,1.002
2024-01-01 15:14:10.6870,0.068,-0.726,-0.686,1.001
2024-01-01 15:14:10.6970,0.066,-0.721,-0.687,0.998
2024-01-01 15:14:10.7070,0.065,-0.719,-0.69,0.999
2024-01-01 15:14:10.7210,0.065,-0.718,-0.689,0.997
2024-01-01 15:14:10.7470,0.054,-0.72,-0.692,1.0
2024-01-01 15:14:10.7470,0.054,-0.72,-0.692,1.0
2024-01-01 15:14:10.7480,0.054,-0.72,-0.692,1.0
2024-01-01 15:14:10.7560,0.057,-0.721,-0.695,1.003
2024-01-01 15:14:10.7660,0.061,-0.723,-0.696,1.005
2024-01-01 15:14:10.7770,0.064,-0.724,-0.694,1.005
2024-01-01 15:14:10.7860,0.066,-0.725,-0.693,1.005
2024-01-01 15:14:10.7960,0.066,-0.729,-0.694,1.009
2024-01-01 15:14:10.8070,0.065,-0.735,-0.689,1.01
2024-01-01 15:14:10.8160,0.062,-0.739,-0.684,1.009
2024-01-01 15:14:10.8470,0.071,-0.732,-0.683,1.004
2024-01-01 15:14:10.8480,0.071,-0.732,-0.683,1.004
2024-01-01 15:14:10.8480,0.071,-0.732,-0.683,1.004
2024-01-01 15:14:10.8560,0.072,-0.73,-0.677,0.998
2024-01-01 15:14:10.8660,0.071,-0.729,-0.678,0.998
2024-01-01 15:14:10.8760,0.068,-0.727,-0.682,0.999
2024-01-01 15:14:10.8860,0.061,-0.727,-0.684,1.0
2024-01-01 15:14:10.8960,0.058,-0.725,-0.681,0.996
2024-01-01 15:14:10.9050,0.058,-0.726,-0.673,0.992
2024-01-01 15:14:10.9160,0.061,-0.731,-0.665,0.99
2024-01-01 15:14:10.9250,0.061,-0.733,-0.668,0.994
2024-01-01 15:14:10.9450,0.062,-0.733,-0.68,1.002
2024-01-01 15:14:10.9460,0.062,-0.733,-0.68,1.002
2024-01-01 15:14:10.9550,0.063,-0.735,-0.678,1.002
2024-01-01 15:14:10.9650,0.062,-0.732,-0.675,0.998
2024-01-01 15:14:10.9750,0.06,-0.728,-0.671,0.992
2024-01-01 15:14:10.9850,0.063,-0.728,-0.671,0.992
2024-01-01 15:14:10.9960,0.065,-0.733,-0.674,0.998
2024-01-01 15:14:11.0050,0.067,-0.734,-0.675,0.999
2024-01-01 15:14:11.0150,0.068,-0.736,-0.672,0.999
2024-01-01 15:14:11.0250,0.065,-0.74,-0.674,1.003
2024-01-01 15:14:11.0480,0.055,-0.737,-0.684,1.007
2024-01-01 15:14:11.0490,0.055,-0.737,-0.684,1.007
2024-01-01 15:14:11.0550,0.053,-0.732,-0.682,1.002
2024-01-01 15:14:11.0640,0.058,-0.729,-0.679,0.998
2024-01-01 15:14:11.0740,0.062,-0.723,-0.673,0.99
2024-01-01 15:14:11.0850,0.064,-0.723,-0.672,0.989
2024-01-01 15:14:11.0940,0.064,-0.724,-0.673,0.991
2024-01-01 15:14:11.1050,0.063,-0.72,-0.672,0.987
2024-01-01 15:14:11.1190,0.064,-0.719,-0.675,0.988
2024-01-01 15:14:11.1240,0.062,-0.72,-0.679,0.992
2024-01-01 15:14:11.1450,0.06,-0.726,-0.681,0.997
2024-01-01 15:14:11.1460,0.06,-0.726,-0.681,0.997
2024-01-01 15:14:11.1540,0.06,-0.728,-0.672,0.993
2024-01-01 15:14:11.1640,0.057,-0.729,-0.67,0.992
2024-01-01 15:14:11.1740,0.055,-0.732,-0.672,0.995
2024-01-01 15:14:11.1840,0.053,-0.737,-0.672,0.999
2024-01-01 15:14:11.1940,0.058,-0.738,-0.667,0.996
2024-01-01 15:14:11.2040,0.062,-0.738,-0.666,0.996
2024-01-01 15:14:11.2140,0.067,-0.736,-0.669,0.997
2024-01-01 15:14:11.2240,0.071,-0.731,-0.67,0.994
2024-01-01 15:14:11.2460,0.069,-0.736,-0.672,0.999
2024-01-01 15:14:11.2470,0.069,-0.736,-0.672,0.999
2024-01-01 15:14:11.2530,0.063,-0.738,-0.679,1.005
2024-01-01 15:14:11.2630,0.059,-0.741,-0.679,1.007
2024-01-01 15:14:11.2730,0.062,-0.748,-0.674,1.009
2024-01-01 15:14:11.2840,0.066,-0.749,-0.672,1.008
2024-01-01 15:14:11.2940,0.069,-0.747,-0.672,1.007
2024-01-01 15:14:11.3040,0.072,-0.748,-0.669,1.006
2024-01-01 15:14:11.3180,0.073,-0.749,-0.67,1.008
2024-01-01 15:14:11.3230,0.071,-0.746,-0.674,1.008
2024-01-01 15:14:11.3450,0.069,-0.735,-0.676,1.001
2024-01-01 15:14:11.3450,0.069,-0.735,-0.676,1.001
2024-01-01 15:14:11.3530,0.07,-0.727,-0.676,0.995
2024-01-01 15:14:11.3650,0.067,-0.722,-0.681,0.995
2024-01-01 15:14:11.3730,0.064,-0.719,-0.684,0.994
2024-01-01 15:14:11.3830,0.06,-0.723,-0.678,0.993
2024-01-01 15:14:11.3930,0.053,-0.724,-0.679,0.994
2024-01-01 15:14:11.4030,0.05,-0.724,-0.684,0.997
2024-01-01 15:14:11.4170,0.052,-0.722,-0.685,0.997
2024-01-01 15:14:11.4220,0.055,-0.721,-0.687,0.997
2024-01-01 15:14:11.4420,0.061,-0.71,-0.703,1.001
2024-01-01 15:14:11.4440,0.061,-0.71,-0.703,1.001
2024-01-01 15:14:11.4520,0.06,-0.701,-0.697,0.99
2024-01-01 15:14:11.4630,0.066,-0.692,-0.688,0.978
2024-01-01 15:14:11.4720,0.071,-0.693,-0.684,0.976
2024-01-01 15:14:11.4820,0.071,-0.695,-0.682,0.976
2024-01-01 15:14:11.4930,0.068,-0.698,-0.678,0.975
2024-01-01 15:14:11.5020,0.066,-0.705,-0.68,0.982
2024-01-01 15:14:11.5120,0.067,-0.711,-0.686,0.99
2024-01-01 15:14:11.5220,0.073,-0.715,-0.684,0.992
2024-01-01 15:14:11.5450,0.08,-0.723,-0.685,0.999
2024-01-01 15:14:11.5460,0.08,-0.723,-0.685,0.999
2024-01-01 15:14:11.5520,0.086,-0.723,-0.695,1.007
2024-01-01 15:14:11.5630,0.086,-0.722,-0.696,1.007
2024-01-01 15:14:11.5720,0.082,-0.725,-0.692,1.006
2024-01-01 15:14:11.5820,0.083,-0.728,-0.686,1.004
2024-01-01 15:14:11.5930,0.089,-0.732,-0.683,1.005
2024-01-01 15:14:11.6020,0.086,-0.732,-0.686,1.007
2024-01-01 15:14:11.6160,0.076,-0.732,-0.692,1.01
2024-01-01 15:14:11.6220,0.067,-0.729,-0.699,1.012
2024-01-01 15:14:11.6430,0.074,-0.726,-0.699,1.011
2024-01-01 15:14:11.6430,0.074,-0.726,-0.699,1.011
2024-01-01 15:14:11.6510,0.079,-0.727,-0.695,1.009
2024-01-01 15:14:11.6620,0.079,-0.731,-0.701,1.016
2024-01-01 15:14:11.6710,0.075,-0.732,-0.706,1.02
2024-01-01 15:14:11.6810,0.071,-0.731,-0.703,1.017
2024-01-01 15:14:11.6910,0.07,-0.731,-0.706,1.019
2024-01-01 15:14:11.7010,0.074,-0.73,-0.704,1.017
2024-01-01 15:14:11.7160,0.08,-0.729,-0.7,1.014
2024-01-01 15:14:11.7210,0.082,-0.727,-0.698,1.011
2024-01-01 15:14:11.7460,0.076,-0.723,-0.7,1.009
2024-01-01 15:14:11.7470,0.076,-0.723,-0.7,1.009
2024-01-01 15:14:11.7500,0.074,-0.721,-0.701,1.008
2024-01-01 15:14:11.7620,0.072,-0.721,-0.7,1.007
2024-01-01 15:14:11.7700,0.071,-0.716,-0.699,1.003
2024-01-01 15:14:11.7810,0.067,-0.715,-0.7,1.003
2024-01-01 15:14:11.7900,0.067,-0.711,-0.7,1.0
2024-01-01 15:14:11.8010,0.069,-0.708,-0.693,0.993
2024-01-01 15:14:11.8150,0.07,-0.71,-0.691,0.993
2024-01-01 15:14:11.8200,0.068,-0.707,-0.692,0.992
2024-01-01 15:14:11.8440,0.068,-0.707,-0.688,0.989
2024-01-01 15:14:11.8440,0.068,-0.707,-0.688,0.989
2024-01-01 15:14:11.8500,0.066,-0.708,-0.692,0.992
2024-01-01 15:14:11.8610,0.064,-0.706,-0.694,0.992
2024-01-01 15:14:11.8700,0.061,-0.706,-0.692,0.99
2024-01-01 15:14:11.8800,0.061,-0.708,-0.689,0.99
2024-01-01 15:14:11.8900,0.059,-0.707,-0.687,0.988
2024-01-01 15:14:11.9000,0.058,-0.709,-0.682,0.985
2024-01-01 15:14:11.9150,0.059,-0.71,-0.676,0.982
2024-01-01 15:14:11.9200,0.057,-0.713,-0.676,0.984
2024-01-01 15:14:11.9440,0.055,-0.717,-0.678,0.988
2024-01-01 15:14:11.9450,0.055,-0.717,-0.678,0.988
2024-01-01 15:14:11.9490,0.057,-0.72,-0.675,0.989
